full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank
bufferapp/BufferTextInputLayout,BufferTextInputLayout,A simple customised version of the TextInputLayout from the Android Design Support Library,499,38,Java,bufferapp,Buffer,Organization,,,,,,41.0
hejunlin2013/DragVideo,DragVideo,A Method to Drag the Video When Playing Video,487,87,Java,hejunlin2013,逆流的鱼yuiop,User,"Beijing, China",39.904211,116.407395,Beijing,China,42.0
githubwing/DragPhotoView,DragPhotoView,A photoView to scale image and finish activity，高仿微信可拖拽返回PhotoView,473,68,Java,githubwing,大精-wing,User,"guangzhou,China",23.12911,113.264385,Guangzhou,China,44.0
Luolc/EmojiRain,EmojiRain,Implement a simple and funny Android animation —— the emoji rain in WeChat app.,418,50,Java,Luolc,LoLo,User,"Beijing, China",39.904211,116.407395,Beijing,China,50.0
hpdx/DanmukuLight,DanmukuLight,Android上专为视频直播打造的轻量级弹幕库（100多kb）,404,48,Java,hpdx,android_ls,User,上海市徐汇区,31.188522999999996,121.436525,,China,52.5
githubwing/WingUE,WingUE,"WingUE,一些较好用户体验实现集合",404,54,Java,githubwing,大精-wing,User,"guangzhou,China",23.12911,113.264385,Guangzhou,China,52.5
zagum/Android-ExpandIcon,Android-ExpandIcon,Nice and simple customizable implementation of Google style up/down expand arrow.,399,39,Java,zagum,Zagumennyi Evgenii,User,,,,,,54.0
zhengken/LyricViewDemo,LyricViewDemo,LyricView is a powerful and flexible custom view to display lyrics within music player under Android,390,54,Java,zhengken,zhengken,User,Beijing,39.904211,116.407395,Beijing,China,55.0
daniel-stoneuk/material-about-library,material-about-library,Making it easy to create beautiful about screens for your apps,379,34,Java,daniel-stoneuk,Daniel Stone,User,United Kingdom,55.378051,-3.435973,,United Kingdom,56.0
Netflix/conductor,conductor,Conductor is a microservices orchestration engine - https://netflix.github.io/conductor/ ,377,48,Java,Netflix,"Netflix, Inc.",Organization,"Los Gatos, California",37.235807799999996,-121.96237509999999,Los Gatos,United States,57.0
json-iterator/java,java,jsoniter (json-iterator) is fast and flexible JSON parser available in Java and Go,310,63,Java,json-iterator,,Organization,,,,,,68.0
jrummyapps/html-builder,html-builder,Build valid HTML for Android TextView,309,27,Java,jrummyapps,JRummy Apps Inc.,Organization,"Orange County, California",33.7174708,-117.83114280000001,,United States,69.0
JakeWharton/RxWindowIfChanged,RxWindowIfChanged,An RxJava 2 operator which splits an observable into windows using a key selector.,304,18,Java,JakeWharton,Jake Wharton,User,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,Pittsburgh,United States,70.0
bingoogolapple/BGASwipeBackLayout-Android,BGASwipeBackLayout-Android,通过修改 support-v4 包中 SlidingPaneLayout 的源码来实现滑动返回布局,288,31,Java,bingoogolapple,王浩,User,"Chengdu, China",30.572815999999996,104.066801,Chengdu,China,76.0
mayubao/KuaiChuan,KuaiChuan,仿茄子快传的一款文件传输应用,275,74,Java,mayubao,,User,,,,,,82.0
czy1121/settingscompat,settingscompat,特殊权限(Special Permissions)兼容库，悬浮窗权限(SYSTEM_ALERT_WINDOW)与系统设置修改权限(WRITE_SETTINGS),273,25,Java,czy1121,ezy,User,东莞,23.020673000000002,113.7518,Dongguan,China,85.0
Netflix/hollow,hollow,Hollow is a java library and comprehensive toolset for harnessing small to moderately sized in-memory datasets which are disseminated from a single producer to many consumers for read-only access.,269,18,Java,Netflix,"Netflix, Inc.",Organization,"Los Gatos, California",37.235807799999996,-121.96237509999999,Los Gatos,United States,89.5
Freshman111/VerificationCodeView,VerificationCodeView,VerificationCode View,261,31,Java,Freshman111,sgffsg,User, Beijing,39.904211,116.407395,Beijing,China,94.0
gjiazhe/MultiChoicesCircleButton,MultiChoicesCircleButton,A multiple-choice button with 3D parallax effect.,255,40,Java,gjiazhe,郭佳哲,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,95.0
thingsboard/thingsboard,thingsboard,"Open-source IoT Platform - Device management, data collection, processing and visualization.",243,20,Java,thingsboard,Thingsboard,Organization,,,,,,97.0
codbking/CalendarExaple,CalendarExaple,android高仿钉钉和小米的自定义日历控件（支持阴历和阳历，左右无限翻页viewpager）,239,30,Java,codbking,codbking,User,,,,,,98.0
yakivmospan/scytale,scytale,"One tool to manage key generation, key storing and encryption on different APIs of Android.",233,9,Java,yakivmospan,Yakiv Mospan,User,"Lviv, Ukraine",49.839683,24.029717,Lviv,Ukraine,100.0
jparkie/PDD,PDD,Advanced Bloom Filter Based Algorithms for Efficient Approximate Data De-Duplication in Streams,225,17,Java,jparkie,Jacob Park,User,,,,,,103.0
Jasonette/JASONETTE-Android,JASONETTE-Android,"📡 Native App over HTTP, on Android",221,19,Java,Jasonette,,Organization,,,,,,104.0
CGmaybe10/FocusSurfaceView,FocusSurfaceView,拍照时在相机的预览界面指定一个区域的大小，形状和位置，只拍摄该指定区域里的图像 ,203,27,Java,CGmaybe10,,User,,,,,,113.0
huage2580/ZuiMeiTAG,ZuiMeiTAG,仿最美应用的底栏，使用recyclerView实现,203,28,Java,huage2580,狸小华,User,china 广州,23.12911,113.264385,Guangzhou,China,113.0
lawloretienne/MovieHub,MovieHub,"Showcases popular movies, tv shows, and people from The Movie Database",195,26,Java,lawloretienne,Etienne Lawlor,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,120.0
Stuie/papercut,papercut,Keep your codebase simple,193,8,Java,Stuie,Stuart Gilbert,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,121.0
githubwing/ExpandableViewpager,ExpandableViewpager,A Cool Viewpager ~ 可以展开缩放的Viewpager,190,30,Java,githubwing,大精-wing,User,"guangzhou,China",23.12911,113.264385,Guangzhou,China,123.5
Karumi/KataScreenshotAndroid,KataScreenshotAndroid,Screenshot Kata for Android Developers. The main goal is to practice UI Testing.,186,15,Java,Karumi,Karumi,Organization,"Madrid, Spain",40.4167754,-3.7037902000000003,Madrid,Spain,127.0
yanbober/AvatarLabelView,AvatarLabelView,一个可配置的迷你版轻量级 Label 辅助类，支持多种配置效果。,175,25,Java,yanbober,yanbo,User,ZhuHai,22.270978,113.576678,Zhuhai,China,134.0
florent37/SingleDateAndTimePicker,SingleDateAndTimePicker,You can now select a date and a time with only one widget !,174,25,Java,florent37,Florent CHAMPIGNY,User,France,46.227638,2.213749,,France,135.5
limedroid/XDroidMvp,XDroidMvp,轻量级的Android MVP快速开发框架,173,50,Java,limedroid,WangLei,User,Shenzhen.China,22.543096,114.05786499999999,Shenzhen,China,137.0
munix/LogcatTextView,LogcatTextView,A simple view to see logcat in your app,172,19,Java,munix,Juan Pablo Muñiz,User,Madrid,40.4167754,-3.7037902000000003,Madrid,Spain,138.0
RameshBhupathi/CollapsingToolbar-With-Webview,CollapsingToolbar-With-Webview,,168,24,Java,RameshBhupathi,Ramesh Bhupathi,User,"Hyderabad,India",17.385044,78.486671,Hyderabad,India,141.5
google/conscrypt,conscrypt,Conscrypt is a Java Security Provider that implements parts of the Java Cryptography Extension and Java Secure Socket Extension.,165,16,Java,google,Google,Organization,,,,,,144.0
mcxtzhang/all-base-adapter,all-base-adapter," Adapter terminator, including DataBinding, any ViewGroup, list(Rv, Lv ). Write Adapter, it is enough .Adapter终结者，包含DataBinding，任意ViewGroup，Rv、Lv列表。写Adapter，有它就够了",165,24,Java,mcxtzhang,张旭童,User,"Shanghai,China",31.230415999999998,121.473701,Shanghai,China,144.0
lopei/collageview,collageview,,163,21,Java,lopei,Alan Matviienko,User,,,,,,149.0
Sloy/preferator,preferator,Edit your application SharedPreferences from the device,160,12,Java,Sloy,Rafa Vázquez,User,"Barcelona, Spain",41.3850639,2.1734035,Barcelona,Spain,154.0
yiyuanliu/FlipGank,FlipGank,FlipBoard 翻页风格的 Gank.io 客户端,152,25,Java,yiyuanliu,Yiyuan Liu,User,"ChengDu,China",30.572815999999996,104.066801,Chengdu,China,159.0
a-voyager/WeekToDo,WeekToDo,《番茄周》软件开源项目,150,28,Java,a-voyager,WuHaojie,User,"ChengDu, SiChuan, China",30.572815999999996,104.066801,Chengdu,China,162.0
fashare2015/ActivityTracker,ActivityTracker,A FloatingView to show current topActivity in the activity stack.,149,36,Java,fashare2015,梁山boy,User,,,,,,164.0
AndroidMsky/WXhongbao,WXhongbao,"自动领取微信红包,支持锁屏聊天界面等各种情况目前为6.3.32版本",143,53,Java,AndroidMsky,MutianLiang,User,,,,,,169.0
jineshfrancs/ThemedGoogleMap,ThemedGoogleMap,Utility class to make GoogleMap with custom theme.,128,19,Java,jineshfrancs,Jinesh Francis,User,Banglore,12.9715987,77.5945627,Bengaluru,India,177.0
zaaach/TopRightMenu,TopRightMenu,a top-right popup menu like qq for android.,126,23,Java,zaaach,Bro0cL,User,,,,,,179.0
androidthings/new-project-template,new-project-template,,125,41,Java,androidthings,Android Things,Organization,,,,,,181.5
chenenyu/Router,Router,🚀🚀🚀Simple and flexible router library for Android platform.,113,12,Java,chenenyu,Half Stack,User,Beijing.China,39.904211,116.407395,Beijing,China,198.5
Ishmeetsingh97/FontometricsLibrary,FontometricsLibrary,Android Library to use custom fonts with ease.,112,15,Java,Ishmeetsingh97,Ishmeet Singh,User,Chandigarh,30.7333148,76.7794179,Chandigarh,India,201.0
0ximDigital/RxAnimations,RxAnimations,Repository for android animations Rx wrapper,108,2,Java,0ximDigital,Mihael Francekovic,User,Croatia,45.1,15.2,,Croatia,207.5
jiang111/ZhiHu-TopAnswer,ZhiHu-TopAnswer,知乎热门榜,102,17,Java,jiang111,NewTab,User,"Wuxi, China",31.49117,120.31191000000001,Wuxi,China,213.0
QMUI/QMUI_iOS,QMUI_iOS,QMUI iOS——致力于提高项目 UI 开发效率的解决方案,614,61,Objective-C,QMUI,QMUI 团队,Organization,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,31.0
kangzubin/XMNetworking,XMNetworking,A lightweight but powerful network library with simplified and expressive syntax based on AFNetworking.,436,54,Objective-C,kangzubin,Zubin,User,"Beijing, China",39.904211,116.407395,Beijing,China,46.0
zhengwenming/WMDragView,WMDragView,拖吗？拖！拖就用WMDragView吧。WMDragView致力于让任意View都可以自由拖动。,277,61,Objective-C,zhengwenming,文明,User,北京,39.904211,116.407395,Beijing,China,80.5
brentsimmons/Vesper,Vesper,Vesper is a note-taking app for iOS by Q Branch.,272,39,Objective-C,brentsimmons,,User,,,,,,86.0
iphone5solo/PYTheme,PYTheme,An easy way to change theme through NSObject's category for iOS.,253,59,Objective-C,iphone5solo,CoderKo1o,User,,,,,,96.0
zekunyan/TTGPuzzleVerify,TTGPuzzleVerify,"By completing image puzzle game, TTGPuzzleVerify is a more user-friendly verification tool on iOS, which is highly customizable and easy to use. 体验更友好的拼图验证控件",171,21,Objective-C,zekunyan,zekunyan,User,Hangzhou.China,30.274084999999996,120.15507,Hangzhou,China,139.5
CoderVan/Yeshijia-APP,Yeshijia-APP,高仿  悦食家APP 相似度,142,23,Objective-C,CoderVan,Aim,User,,,,,,171.0
JoySeeDog/JSDBanTangHomeDemo,JSDBanTangHomeDemo,真正的仿半塘首页效果，半糖首页核心技术解析。,114,27,Objective-C,JoySeeDog,,User,,,,,,196.5
Sinkup/CameraStickerDemo,CameraStickerDemo,基于GPUImage的实时视频流贴纸Demo,109,16,Objective-C,Sinkup,Hao Chen,User,"Nanjing, China",32.060255,118.796877,Nanjing,China,206.0
openai/universe,universe,"Universe: a software platform for measuring and training an AI's general intelligence across the world's supply of games, websites and other applications.",3852,320,Python,openai,,Organization,,,,,,2.0
miloyip/game-programmer,game-programmer,A Study Path for Game Programmer,2692,262,Python,miloyip,Milo Yip,User,"Hong Kong, China",22.396428,114.10949699999999,,Hong Kong,6.0
deepmind/learning-to-learn,learning-to-learn,Learning to Learn in TensorFlow,1375,149,Python,deepmind,,Organization,,,,,,15.0
kennethreitz/maya,maya,Datetimes for Humans™,1058,40,Python,kennethreitz,Kenneth Reitz,User,"Winchester, VA",39.1856597,-78.16333409999999,Winchester,United States,19.0
intelxed/xed,xed,x86 encoder decoder,516,33,Python,intelxed,,Organization,Massachusetts,42.4072107,-71.3824374,,United States,39.0
ysrc/xunfeng,xunfeng,巡风是一款适用于企业内网的漏洞快速应急，巡航扫描系统。,456,209,Python,ysrc,YSRC,Organization,,,,,,45.0
hanzhanggit/StackGAN,StackGAN,,286,32,Python,hanzhanggit,Han Zhang,User,"Piscataway, NJ, USA",40.554887,-74.4642861,Piscataway Township,United States,77.0
Jolly23/wx_pay_python,wx_pay_python,weixin pay python 微信支付功能集，前期开发借鉴zwczou https://github.com/zwczou/weixin-python ，后期补充功能，升级到最新微信支付接口配套代码,262,75,Python,Jolly23,Jolly,User,,,,,,93.0
TheAbhiKumar/tensorflow-value-iteration-networks,tensorflow-value-iteration-networks,TensorFlow implementation of the Value Iteration Networks (NIPS '16) paper,236,37,Python,TheAbhiKumar,Abhishek Kumar,User,UC San Diego,,,,,99.0
Evolving-AI-Lab/ppgn,ppgn,Code for paper 'Plug and Play Generative Networks',232,33,Python,Evolving-AI-Lab,Evolving Artificial Intelligence Lab,Organization,University of Wyoming,41.3130972,-105.5796706,Laramie,United States,101.0
leegao/readme2tex,readme2tex,Renders TeXy Math for Github Readmes,201,10,Python,leegao,Lee Gao,User,"Menlo Park, CA",37.4529598,-122.1817252,Menlo Park,United States,115.0
nedwill/soundhax,soundhax,Free 3DS Primary Entrypoint <=11.2,198,32,Python,nedwill,Ned Williamson,User,"Pittsburgh, PA",40.44062479999999,-79.9958864,Pittsburgh,United States,116.5
Kyubyong/wordvectors,wordvectors,Pre-trained word vectors of 30+ languages,188,23,Python,Kyubyong,Kyubyong Park,User,"Seoul, Korea",37.566534999999995,126.9779692,Seoul,South Korea,125.0
Tencent/GAutomator,GAutomator, Automation for unity mobile game apps,180,66,Python,Tencent,Tencent,Organization,"Shenzhen, China",22.543096,114.05786499999999,Shenzhen,China,130.5
llSourcell/tensorflow_chatbot,tensorflow_chatbot,Tensorflow chatbot demo by @Sirajology on Youtube,180,59,Python,llSourcell,Siraj,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,130.5
initialstate/pi-process-dashboard,pi-process-dashboard,How to remotely monitor your Raspberry Pi processes,164,10,Python,initialstate,Initial State,Organization,"Nashville, TN",36.1626638,-86.78160159999999,Nashville,United States,146.5
mwichary/twitter-export-image-fill,twitter-export-image-fill,A script to download (backup locally) all the images accompanying your tweets,164,9,Python,mwichary,Marcin Wichary,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,146.5
ethan-funny/React-News-Board,React-News-Board,:cyclone: A Full-Stack Web App built with React and Flask.,163,43,Python,ethan-funny,Ethan,User,,,,,,149.0
weaveworks/grafanalib,grafanalib,Python library for building Grafana dashboards,146,4,Python,weaveworks,Weaveworks,Organization,"London, Berlin and San Francisco",,,,,167.0
ajarai/fast-weights,fast-weights,Implementation of Using Fast Weights to Attend to the Recent Past,143,36,Python,ajarai,Goku Mohandas,User,"Cupertino, CA",37.322997799999996,-122.03218229999999,Cupertino,United States,169.0
Enny1991/PLSTM,PLSTM,,114,19,Python,Enny1991,Enea Ceolini,User,,,,,,196.5
Viralmaniar/Wifi-Dumper,Wifi-Dumper,"This is an open source tool to dump the wifi profiles and cleartext passwords of the connected access points on the Windows machine. This tool will help you in a Wifi penetration testing. Furthermore, it is useful while performing red team or an internal infrastructure engagements.",111,28,Python,Viralmaniar,Viral Maniar,User,Australia,-25.274398,133.775136,,Australia,203.5
xunhuang1995/SGAN,SGAN,Stacked Generative Adversarial Networks: https://arxiv.org/abs/1612.04357,102,16,Python,xunhuang1995,Xun Huang,User,Ithaca,42.4439614,-76.5018807,Ithaca,United States,213.0
LiuXingMing/Tmall1212,Tmall1212,天猫双12爬虫，附商品数据。,101,86,Python,LiuXingMing,幸明老匹夫,User,China.Guangzhou,23.12911,113.264385,Guangzhou,China,216.0
theveloped/ThreadTone,ThreadTone,a halftone representation of an image made of thread,100,9,Python,theveloped,,User,,,,,,218.5
kickstarter/ios-oss,ios-oss,"Kickstarter for iOS. Bring new ideas to life, anywhere.",3634,411,Swift,kickstarter,Kickstarter,Organization,"Brooklyn, NY",40.6781784,-73.94415790000001,,United States,3.0
krzysztofzablocki/Sourcery,Sourcery,"A tool that brings meta-programming to Swift, allowing you to code generate Swift code.",1302,41,Swift,krzysztofzablocki,Krzysztof Zabłocki,User,"Warsaw, Poland",52.2296756,21.012228699999998,Warsaw,Poland,16.0
malcommac/SwiftRichString,SwiftRichString,Elegant & Painless Attributed Strings Management Library in Swift,534,16,Swift,malcommac,Daniele Margutti,User,"Rome, Italy",41.902783500000005,12.4963655,Rome,Italy,36.0
brianmichel/Juice,Juice,Make your battery information a bit more interesting.,335,19,Swift,brianmichel,Brian Michel,User,New York,40.7127837,-74.00594129999999,New York,United States,64.0
insidegui/PlayAlways,PlayAlways,Create Xcode playgrounds from your menu bar,303,16,Swift,insidegui,Guilherme Rambo,User,Brazil,-14.235004,-51.92528,,Brazil,71.0
erikolsson/Touch-Bar-Lemmings,Touch-Bar-Lemmings,,277,19,Swift,erikolsson,Erik Olsson,User,Stockholm,59.329323499999994,18.068580800000003,Stockholm,Sweden,80.5
TBXark/PinterestSegment,PinterestSegment,A Pinterest-like segment control with masking animation.,216,8,Swift,TBXark,TBXark,User,Beijing China,39.904211,116.407395,Beijing,China,108.0
NghiaTranUIT/iOS-Awesome-Starter-Kit,iOS-Awesome-Starter-Kit,The perfect combination: Clean Swift + ReSwift + PromiseKit,203,21,Swift,NghiaTranUIT,Nghia Tran,User,"Ho Chi Minh City, Viet Nam",10.8230989,106.6296638,Ho Chi Minh City,Vietnam,113.0
jobandtalent/CardStackController,CardStackController,iOS custom controller used in Jobandtalent app to present new view controllers as cards,197,9,Swift,jobandtalent,jobandtalent,Organization,"Madrid, Spain",40.4167754,-3.7037902000000003,Madrid,Spain,118.0
baoyongzhang/ApkChannelBuilder,ApkChannelBuilder,一个 Mac App，用于 Apk 多渠道打包。,185,22,Swift,baoyongzhang,Mr.Bao,User,"Beijing, China",39.904211,116.407395,Beijing,China,128.0
qiuncheng/NoticeBar,NoticeBar,"😍A simple NoticeBar written by Swift 3, similar with QQ notice view.",179,20,Swift,qiuncheng,Qiun Cheng,User,China,35.86166,104.195397,,China,132.5
mattgallagher/CwlSignal,CwlSignal,A Swift framework for reactive programming.,152,11,Swift,mattgallagher,Matt Gallagher,User,"Melbourne, Australia.",-37.813627600000004,144.96305759999998,Melbourne,Australia,159.0
victorBaro/AlgoGraphics,AlgoGraphics,Random visualizations,119,8,Swift,victorBaro,Victor Baro,User,Barcelona,41.3850639,2.1734035,Barcelona,Spain,190.5
oklog/ulid,ulid,Universally Unique Lexicographically Sortable Identifier (ULID) in Go,600,8,Go,oklog,OK Log,Organization,,,,,,33.0
samonzeweb/godb,godb,A Go query builder and struct mapper.,486,14,Go,samonzeweb,Samuel GAY,User,Strasbourg - France,48.5734053,7.752111299999998,Strasbourg,France,43.0
mhausenblas/dnpipes,dnpipes,Distributed Named Pipes,423,7,Go,mhausenblas,Michael Hausenblas,User,"Galway, Ireland",53.27066800000001,-9.0567905,Galway,Ireland,49.0
